Suburb|Address|Rooms|Type|Price|Method|SellerG|Date|Distance|Postcode|Bedroom2|Bathroom|Car|Landsize|BuildingArea|YearBuilt|CouncilArea|Lattitude|Longtitude|Regionname|Propertycount
Footscray|2 French St|3|t|820000.0|SP|Sweeney|18/03/2017|542373.8516369765|3011.0|3.0|2.0|1.0|122.0|1179075.7060014312||Maribyrnong|-37.8021|144.8976|Western Metropolitan|7570.0
MacLeod|17 Pavey Ct|3|h|740000.0|S|Barry|3/06/2017|1143785.610914765|3085.0|||||1549300.860258967|||||Northern Metropolitan|4168.0
Balwyn|87 Yerrin St|3|h|1910000.0|S|Jellis|17/09/2016|2272644.1813044017|3103.0|3.0|1.0|2.0|697.0|2239499.4614559724||Boroondara|-37.8044|145.0853|Southern Metropolitan|5682.0
Balwyn North|22 Abbott St|2|h|1500000.0|VB|Fletchers|24/06/2017|1326649.3162655479|3104.0|2.0|1.0|1.0|943.0|1625673.9234722955||Boroondara|-37.79219000000001|145.10214|Southern Metropolitan|7809.0
Yarraville|13 Benbow St|3|h|1000000.0|S|Jas|3/09/2016|609806.0662458375|3013.0|3.0|2.0|1.0|448.0|374141.5441449046|1940.0|Maribyrnong|-37.8228|144.8799|Western Metropolitan|6543.0
Ascot Vale|25 Station Av|2|h|840000.0|S|Brad|4/06/2016|104739.44531523553|3032.0|||||1123951.2316297004|||||Western Metropolitan|6567.0
Richmond|17/47 Mary St|3|h|1190000.0|S|Biggin|17/06/2017|1425083.08383182|3121.0|3.0|2.0|1.0|105.0|1074811.5752422742|1997.0|Yarra|-37.82146|145.00203|Northern Metropolitan|14949.0
Sunbury|31 Rosenthal Bvd|4|h|510000.0|PI|Raine|22/07/2017|-190171.63019310148|3429.0|||||-53172.071768066846|||||Western Metropolitan|14092.0
Toorak|12 Mell St|2|h|1900000.0|S|Kay|25/02/2017|5238.611364081269|3142.0|2.0|2.0|0.0|218.0|1450628.6882616975||Stonnington|-37.847|145.0064|Southern Metropolitan|7217.0
Hampton East|17 Wishart St|3|h|952000.0|S|Hodges|12/11/2016|1074830.9039437277|3188.0|3.0|2.0|2.0|246.0|1027827.9103670107||Bayside|-37.9356|145.0268|Southern Metropolitan|2356.0
Deer Park|5 Livingston St|3|h|570000.0|S|Stockdale|27/05/2017|639541.4654765363|3023.0|3.0|1.0|3.0|531.0|-679807.7044662875||Brimbank|-37.7572|144.76093|Western Metropolitan|6388.0
Oakleigh|8/105 Atherton Rd|2|h|305000.0|PI|Ray|4/06/2016|1190280.74973612|3166.0|2.0|1.0|1.0|0.0|53831.792679602484|1960.0|Monash|-37.8994|145.0955|Southern Metropolitan|3224.0
Bulleen|5 England St|4|h|1207000.0|S|Barry|22/04/2017|2248455.6088429242|3105.0|4.0|1.0|2.0|607.0|1277336.3935878805||Manningham|-37.7601|145.0856|Eastern Metropolitan|4480.0
MacLeod|2/3 Joynt St|3|h|731000.0|S|Barry|27/05/2017|357934.7270078288|3085.0|||||945638.1470522288|||||Northern Metropolitan|4168.0
Templestowe Lower|1/59 Parker St|3|t|766000.0|S|Barry|18/03/2017|308999.0655801101|3107.0|3.0|1.0|1.0|226.0|269577.00047319557||Manningham|-37.7567|145.1209|Eastern Metropolitan|5420.0
Brunswick West|2/39 Murray St|1|u|300000.0|VB|Jellis|6/08/2016|84230.69715705409|3055.0|||||340603.7702478781|||||Northern Metropolitan|7082.0
Sunshine West|53 Sanders Av|3|h|670000.0|PI|S&L|3/06/2017|968763.9261924878|3020.0|||||1335236.1341118296|||||Western Metropolitan|6763.0
St Kilda|8/2 Emilton Av|1|u|410000.0|S|Morleys|27/11/2016|665029.1497653018|3182.0|||||1094780.0070097246|||||Southern Metropolitan|13240.0
Bentleigh East|87 Parkmore Rd|4|h|1415000.0|S|Buxton|10/09/2016|1177570.9635500058|3165.0|4.0|2.0|2.0|604.0|1122748.4961347177|1970.0|Glen Eira|-37.9153|145.0707|Southern Metropolitan|10969.0
Port Melbourne|205/15 Pickles St|2|u|600000.0|VB|hockingstuart|29/04/2017|-82346.01153043192|3207.0|2.0|1.0|1.0|0.0|247322.5533006864|2005.0|Port Phillip|-37.8443|144.9442|Southern Metropolitan|8648.0
Thornbury|4/2 Strettle St|2|u|716000.0|S|Love|8/04/2017|607555.345052349|3071.0|2.0|1.0|1.0|0.0|746687.9895749723|1995.0|Darebin|-37.7554|144.982|Northern Metropolitan|8870.0
Windsor|11/5 The Avenue|2|u|623000.0|S|Beller|22/08/2016|1185233.1807200569|3181.0|2.0|1.0|1.0|0.0|459423.0461522618|1963.0|Port Phillip|-37.8572|144.9974|Southern Metropolitan|4380.0
Mont Albert|1/389 Mont Albert Rd|2|u|442500.0|SP|Ham|20/05/2017|-273394.4632704798|3127.0|2.0|1.0|1.0|0.0|-55821.511554676916|1960.0|Whitehorse|-37.8212|145.1064|Eastern Metropolitan|2079.0
Pascoe Vale|5 Virginia St|3|h|600000.0|PI|Re|23/04/2016|456437.8058219544|3044.0|3.0|1.0|4.0|557.0|-109505.219145939|1955.0|Moreland|-37.7156|144.94299999999996|Northern Metropolitan|7485.0
St Kilda|3/7 Lambeth Pl|2|u|590000.0|S|Buxton/Advantage|12/11/2016|1069803.0304801192|3182.0|||||946879.7112864532|||||Southern Metropolitan|13240.0
Essendon|14/44 Fletcher St|2|u|450000.0|VB|Brad|20/05/2017|984553.3410545614|3040.0|2.0|1.0|1.0|0.0|504939.99740490725||Moonee Valley|-37.7552|144.9211|Western Metropolitan|9264.0
Heidelberg|10 Cleve Gr|3|h|1195000.0|S|Miles|24/09/2016|1235747.0440774395|3084.0|3.0|1.0|1.0|662.0|1249609.7603367462|1950.0|Banyule|-37.7507|145.062|Eastern Metropolitan|2890.0
Reservoir|6 McShane St|3|h|779000.0|S|Barry|18/06/2016|1025827.4506796844|3073.0|3.0|1.0|2.0|945.0|888994.2142749238||Darebin|-37.7027|145.0001|Northern Metropolitan|21650.0
Keysborough|15 Daylily Dr|4|h|965000.0|S|Ray|1/07/2017|-701396.0162262721|3173.0|4.0|2.0|2.0|576.0|993793.1051766728||Greater Dandenong|-38.00293|145.16465|South-Eastern Metropolitan|8459.0
Ascot Vale|3 Federation St|2|h|1005000.0|S|Brad|29/04/2017|750168.805205768|3032.0|2.0|1.0|1.0|202.0|1029586.5709282929||Moonee Valley|-37.7737|144.9166|Western Metropolitan|6567.0
Prahran|3 Arkle St|3|h|1811000.0|S|Biggin|22/08/2016|1897710.656833704|3181.0|3.0|2.0|1.0|273.0|1905049.9870450704|1890.0|Stonnington|-37.8544|145.0038|Southern Metropolitan|7717.0
Preston|2/108 Murray Rd|3|t|585000.0|PI|Jellis|25/02/2017|379097.4453755011|3072.0|||||-734312.2889964691|||||Northern Metropolitan|14577.0
Burnside Heights|31 Batman St|3|h|535000.0|S|Barry|1/07/2017|1112389.4258117718|3023.0|3.0|2.0|2.0|472.0|165676.2803395497|2005.0|Melton|-37.7331|144.76282|Western Metropolitan|1686.0
Ascot Vale|98 Epsom Rd|3|h|971000.0|SP|Nelson|4/06/2016|234620.33640096532|3032.0|3.0|2.0|2.0|285.0|938616.9031685528|1900.0|Moonee Valley|-37.775|144.9091|Western Metropolitan|6567.0
Coburg|6 Younger St|4|h|931000.0|SP|Brad|28/05/2016|-1067602.5420721641|3058.0|3.0|1.0|1.0|412.0|1207078.6299618238|1920.0|Moreland|-37.7432|144.9768|Northern Metropolitan|11204.0
Fitzroy North|59 Batman St|2|h|1275000.0|SP|Nelson|24/06/2017|1709173.6355995575|3068.0|2.0|1.0|0.0|153.0|1383370.1660267974||Yarra|-37.78327|144.9791|Northern Metropolitan|6244.0
Carlton North|989 Drummond St|3|h|2950000.0|SP|Chambers|7/05/2016|2797328.890364647|3054.0|3.0|1.0|2.0|499.0|4259065.943175242|1910.0|Yarra|-37.7811|144.9715|Northern Metropolitan|3106.0
Sunshine North|119 Warwick Rd|2|h|560000.0|S|Barry|7/05/2016|-136654.17742946107|3020.0|2.0|1.0|1.0|615.0|283645.8651661487|1970.0|Brimbank|-37.7683|144.8316|Western Metropolitan|4217.0
Footscray|12 Jamieson Av|3|t|815000.0|S|Nelson|1/07/2017|827802.1926871096|3011.0|||||1479603.9236334208|||||Western Metropolitan|7570.0
Coburg North|1 Boyne St|2|h|745000.0|SP|Raine|10/12/2016|271761.5146396389|3058.0|2.0|1.0|3.0|526.0|416246.1247372138|1940.0|Moreland|-37.732|144.9832|Northern Metropolitan|3445.0
Prahran|1/70 Williams Rd|2|h|910000.0|S|Gary|19/11/2016|-164985.52176135386|3181.0|2.0|1.0|1.0|183.0|359119.6103150194|1930.0|Stonnington|-37.8543|145.0024|Southern Metropolitan|7717.0
Hampton|25 Thomas St|4|t|1500000.0|VB|Buxton|3/12/2016|1506595.8355248303|3188.0|4.0|1.0|1.0|692.0|1566246.5152541338||Bayside|-37.9386|145.0055|Southern Metropolitan|5454.0
Altona|232 Blyth St|3|h|1225000.0|S|Barlow|12/08/2017|188521.42573454813|3018.0|2.0|1.0|1.0|75.0|362511.2853797628|2007.0|Melbourne|-37.80473|144.9435|Western Metropolitan|5301.0
Preston|30 Flett St|2|t|635000.0|S|Nelson|14/05/2016|1426260.0343586898|3072.0|2.0|1.0|1.0|79.0|1478645.5009357473||Darebin|-37.7484|145.0048|Northern Metropolitan|14577.0
Murrumbeena|7 Merrimu St|4|h|1656000.0|S|Mandy|6/05/2017|1032215.9344190245|3163.0|4.0|2.0|2.0|651.0|1731031.9271625585|1940.0|Glen Eira|-37.8879|145.0768|Southern Metropolitan|4442.0
Mount Waverley|44 William St|5|h|2558000.0|S|McGrath|12/08/2017|2483242.9619229552|3149.0|3.0|1.0|2.0|1128.0|2734531.6339004133|1950.0|Stonnington|-37.87923|145.08955|Eastern Metropolitan|13366.0
Rowville|3 Barwon Ct|3|h|735000.0|S|Barry|15/07/2017|1335325.4909517006|3178.0|2.0|1.0|2.0||410078.384245352||Port Phillip|-37.84221|144.93675|South-Eastern Metropolitan|11667.0
Keilor Lodge|8 Turin Pl|4|h|640000.0|PI|Barry|1/07/2017|1372426.9711105328|3038.0|4.0|2.0|1.0|729.0|541150.5071936058|1987.0|Brimbank|-37.70115|144.80144|Western Metropolitan|570.0
Oakleigh South|28 Devoy St|3|h|1260500.0|S|Buxton|26/07/2016|1984266.9411087104|3167.0|3.0|1.0|1.0|774.0|1567248.4898838068|1950.0|Monash|-37.9178|145.0872|South-Eastern Metropolitan|3692.0
Camberwell|3/5 Holly St|3|u|591000.0|PI|Jellis|14/05/2016|-825986.6042542923|3124.0|3.0|1.0|1.0|0.0|668559.9248922153|1960.0|Boroondara|-37.8255|145.0592|Southern Metropolitan|8920.0
Pascoe Vale|9 Bendigo St|2|h|920000.0|S|Brad|11/03/2017|882225.1883769699|3044.0|2.0|1.0|2.0|650.0|775004.7095883653||Moreland|-37.7238|144.9384|Northern Metropolitan|7485.0
Caulfield North|2/688 Inkerman Rd|1|u|310000.0|VB|Jellis|10/09/2016|151149.21518973063|3161.0|||||-280028.80181156355|||||Southern Metropolitan|6923.0
Footscray|17/6 Rosamond Rd|2|t|485000.0|SP|Biggin|8/04/2017|-92159.10272754461|3011.0|2.0|2.0|1.0|0.0|-743951.8083571595|2011.0|Maribyrnong|-37.7883|144.884|Western Metropolitan|7570.0
Bentleigh East|2/41 Elizabeth St|3|t|860000.0|VB|Buxton|12/11/2016|42532.050424598034|3165.0|3.0|2.0|1.0|254.0|588498.234108455|1995.0|Glen Eira|-37.9227|145.0558|Southern Metropolitan|10969.0
Port Melbourne|133/95 Rouse St|2|u|1070000.0|S|RT|10/09/2016|2375059.8610460926|3207.0|2.0|2.0|1.0|0.0|1877633.7945885598|2003.0|Port Phillip|-37.8435|144.9415|Southern Metropolitan|8648.0
Malvern East|22 Warida Av|4|h|2100000.0|S|Jellis|27/11/2016|1731690.9501856558|3145.0|||||1682382.650758742|||||Southern Metropolitan|8801.0
Hawthorn|107/567 Glenferrie Rd|2|u|560000.0|S|hockingstuart|16/07/2016|722453.8806420296|3122.0|2.0|1.0|1.0|0.0|1703679.664970159|2013.0|Boroondara|-37.8268|145.0344|Southern Metropolitan|11308.0
Ascot Vale|7a Station Av|2|h|872500.0|PI|Jellis|8/10/2016|1295271.5914372609|3032.0|||||433480.2483856863|||||Western Metropolitan|6567.0
Ashburton|3/4 Annetta Av|3|h|1430000.0|S|Jellis|23/04/2016|1403306.6305952815|3147.0|||||1154105.819399894|||||Southern Metropolitan|3052.0
Prahran|3/122 Williams Rd|2|u|781000.0|S|Wilson|3/09/2016|806059.5241915452|3181.0|2.0|1.0|1.0|0.0|1401096.0978489402|1930.0|Stonnington|-37.8511|145.0029|Southern Metropolitan|7717.0
Melbourne|608/547 Flinders La|2|u|370000.0|S|MICM|8/10/2016|1773105.2166823002|3000.0|||||575220.5786319318|||||Northern Metropolitan|17496.0
Ashwood|10 Kiewa St|3|h|1420000.0|S|Fletchers|15/07/2017|149517.33729559812|3147.0|4.0|2.0|2.0|752.0|931408.9443224713|1971.0|Monash|-37.91212|145.1793|Southern Metropolitan|2894.0
St Kilda|18 Odessa St|2|h|1435000.0|SP|Marshall|25/02/2017|1453059.1106741026|3182.0|2.0|1.0|1.0|225.0|1167214.742113169||Port Phillip|-37.8625|144.9888|Southern Metropolitan|13240.0
Bentleigh East|75b Parkmore Rd|3|t|1216000.0|S|Buxton|26/07/2016|743141.8004172241|3165.0|||||1864739.2638662437|||||Southern Metropolitan|10969.0
Hawthorn|8/22 Connell St|2|u|535000.0|S|Jellis|18/06/2016|-1389511.1967915585|3122.0|2.0|1.0|1.0|1228.0|996789.2791823092|1970.0|Boroondara|-37.8185|145.0236|Southern Metropolitan|11308.0
Surrey Hills|40 Grovedale Rd|4|h|1751000.0|S|Jellis|28/08/2016|1860330.345350749|3127.0|3.0|1.0|3.0|627.0|1745951.4914133043||Boroondara|-37.8176|145.0941|Southern Metropolitan|5457.0
Essendon West|36 Emerald St|5|h|2200000.0|VB|Nelson|1/07/2017|2896442.153484852|3040.0|5.0|3.0|2.0|607.0|2483751.53679011|2016.0|Moonee Valley|-37.75148|144.88519|Western Metropolitan|588.0
Watsonia|11 Eclipse Cr|4|h|788800.0|S|Barry|12/08/2017|-647899.9291926138|3087.0|3.0|2.0|4.0|665.0|248581.0786659827||Brimbank|-37.69969|144.7685|Northern Metropolitan|2329.0
Altona North|21 Hatherley Gr|3|h|750000.0|SP|Jas|4/03/2017|2854989.693789836|3025.0|3.0|1.0|3.0|554.0|390389.5195086619||Hobsons Bay|-37.8449|144.85|Western Metropolitan|5132.0
Carlton North|167 Richardson St|3|h|1280000.0|S|Nelson|22/08/2016|2290815.6468937867|3054.0|3.0|1.0|1.0|131.0|1190086.6301220672||Yarra|-37.7846|144.9704|Northern Metropolitan|3106.0
Watsonia|4/6 Powley Pde|3|t|850000.0|SP|Buckingham|15/07/2017|1230262.3807869896|3087.0|3.0|2.0|2.0||1028419.0094971043||Brimbank|-37.79352|144.84318000000005|Northern Metropolitan|2329.0
Bentleigh East|25a Surrey St|4|t|1210000.0|S|Marshall|28/05/2016|1279380.5148965963|3165.0|||||-58905.00433791777|||||Southern Metropolitan|10969.0
Glen Iris|115 Tooronga Rd|2|h|1020000.0|SP|Jellis|12/11/2016|348997.21115861554|3146.0|2.0|1.0|0.0|251.0|787490.5001637496|1910.0|Stonnington|-37.8627|145.0402|Southern Metropolitan|10412.0
Melbourne|3301/288 Spencer St|2|u|650000.0|VB|Elite|18/03/2017|252747.9442293814|3000.0|2.0|1.0|1.0|0.0|623463.2918808582||Melbourne|-37.8138|144.952|Northern Metropolitan|17496.0
Glenroy|1/74 Melbourne Av|3|t|600000.0|SA|Barry|1/07/2017|495912.0990309513|3046.0|||||1234691.8507526708|||||Northern Metropolitan|8870.0
Glen Iris|1/51 Alfred Rd|4|t|1350000.0|PI|Jellis|8/10/2016|354669.4104021186|3146.0|||||1575033.34033367|||||Southern Metropolitan|10412.0
Richmond|107/61 Stawell St|1|u|432000.0|SP|Biggin|15/07/2017|1042898.3316628204|3121.0|||||-270437.77618449985|||||Northern Metropolitan|14949.0
Bentleigh East|24 Pasadena Cr|4|h|1270000.0|PI|hockingstuart|18/03/2017|2328250.902272019|3165.0|||||928794.1574896736|||||Southern Metropolitan|10969.0
Doncaster|41 Highview Dr|3|h|1310000.0|S|Darren|13/08/2016|1788317.3258123563|3108.0|3.0|1.0|2.0|1157.0|1640280.1798196097||Manningham|-37.7934|145.1336|Eastern Metropolitan|9028.0
Niddrie|98 Haldane Rd|3|h|785000.0|S|Barry|14/05/2016|2759187.6604019683|3042.0|3.0|1.0|2.0|620.0|1237870.1429103226||Moonee Valley|-37.7321|144.8771|Western Metropolitan|2291.0
Balwyn|27 Nungerner St|4|h|2130000.0|PI|Jellis|7/05/2016|2339002.345894724|3103.0|4.0|2.0|2.0|664.0|2431693.05884552||Boroondara|-37.8055|145.0699|Southern Metropolitan|5682.0
Doncaster|378 Manningham Rd|4|h|1401000.0|S|RW|25/02/2017|2376468.447222244|3108.0|4.0|3.0|2.0|650.0|672847.7567968598|1970.0|Manningham|-37.7785|145.1212|Eastern Metropolitan|9028.0
Chadstone|2/8 Moona Ct|4|t|898000.0|SP|Nelson|22/05/2016|1416544.4168231243|3148.0|||||958393.083484386|||||Southern Metropolitan|3582.0
Airport West|89 Bowes Av|4|h|960000.0|S|Barry|6/08/2016|178129.77279116132|3042.0|||||11635.71475456073|||||Western Metropolitan|3464.0
Hughesdale|1/3 Euston Rd|3|t|900000.0|S|Buxton|26/07/2016|1407268.4098586838|3166.0|3.0|2.0|1.0|360.0|521997.42547579354|1975.0|Monash|-37.8937|145.0779|Southern Metropolitan|3145.0
Newport|17 Gordon St|3|t|900000.0|S|Greg|13/05/2017|553622.8606231101|3015.0|3.0|2.0|2.0|575.0|435959.7288895592|2017.0|Hobsons Bay|-37.8389|144.8666|Western Metropolitan|5498.0
Footscray|26/2 Ballarat Rd|3|u|561000.0|SP|Nelson|27/06/2016|96572.836781436|3011.0|3.0|1.0|1.0|0.0|-3686.2856855344735||Maribyrnong|-37.7952|144.909|Western Metropolitan|7570.0
Clifton Hill|60a Hodgkinson St|3|h|1270000.0|S|Nelson|3/09/2016|1599574.897620389|3068.0|3.0|2.0|0.0|187.0|1034412.3415722692||Yarra|-37.7902|144.9894|Northern Metropolitan|2954.0
Prahran|4/10 Williams Rd|2|u|585000.0|PI|Biggin|10/09/2016|-447961.6424547421|3181.0|2.0|1.0|1.0|0.0|1051726.9797675344|1960.0|Stonnington|-37.8581|145.0017|Southern Metropolitan|7717.0
Hawthorn|1/185 Auburn Rd|3|u|956000.0|S|Jellis|7/11/2016|1067888.0702056512|3122.0|3.0|2.0|2.0|189.0|1053448.8340408404||Boroondara|-37.8258|145.0446|Southern Metropolitan|11308.0
Essendon West|36 Ruby St|3|h|1050000.0|VB|Barry|27/05/2017|2673897.828312503|3040.0|3.0|3.0|1.0|846.0|1235029.4344558169|1940.0|Moonee Valley|-37.75228|144.88429|Western Metropolitan|588.0
Bentleigh East|53 Purtell St|3|h|1307000.0|S|Woodards|13/08/2016|-129118.50368884602|3165.0|3.0|2.0|4.0|684.0|1370801.3232139486||Glen Eira|-37.926|145.0551|Southern Metropolitan|10969.0
Coburg|96 Reynard St|3|h|845000.0|S|Brad|25/02/2017|650625.0085947304|3058.0|3.0|1.0|1.0|221.0|1095294.048909085|1980.0|Moreland|-37.74800000000001|144.9603|Northern Metropolitan|11204.0
Camberwell|22 Spencer Rd|4|h|1855000.0|S|O'Donoghues|20/05/2017|1903384.912029136|3124.0|4.0|1.0|1.0|500.0|1914061.892629301||Boroondara|-37.8304|145.0709|Southern Metropolitan|8920.0
Glen Iris|4/46 Summerhill Rd|2|u|710000.0|S|hockingstuart|13/05/2017|2740089.494902443|3146.0|2.0|1.0|2.0|0.0|241873.2528916873||Boroondara|-37.8521|145.0763|Southern Metropolitan|10412.0
St Kilda|11/27 Mitford St|2|u|580000.0|S|Woodards|15/07/2017|-236765.0885319321|3182.0|||||-304685.7684201299|||||Southern Metropolitan|13240.0
Glen Iris|1/25 Gardiner Pde|3|t|1501000.0|S|hockingstuart|27/05/2017|1060729.5477355556|3146.0|3.0|2.0|2.0|313.0|1241294.3483016079|1995.0|Boroondara|-37.85385|145.06473|Southern Metropolitan|10412.0
South Yarra|29/100 Commercial Rd|3|u|750000.0|S|Marshall|4/06/2016|1825364.2916978262|3141.0|3.0|2.0|2.0|0.0|1169321.2876293492||Melbourne|-37.8453|144.9849|Southern Metropolitan|14887.0
Alphington|13a Fulham Rd|3|h|1310000.0|S|Jellis|26/07/2016|1005522.2290366744|3078.0|||||897296.3683085144|||||Northern Metropolitan|2211.0
Thomastown|1/13 Spring St|2|u|573000.0|S|Harcourts|15/07/2017|584705.5312746682|3074.0|2.0|2.0|2.0||878062.530836158||Stonnington|-37.84712|144.99967|Northern Metropolitan|7955.0
Bacchus Marsh|4 Lidgett St|3|h|285000.0|S|Ryder|8/07/2017|1289236.216410975|3340.0|3.0|1.0|2.0|612.0|-322690.3213406577||Moorabool|-37.67344|144.43181|Western Victoria|2871.0
Yarraville|87 Ballard St|4|h|1000000.0|SP|Village|1/07/2017|1406086.4786583986|3013.0|4.0|2.0|2.0|438.0|925352.4963391114||Maribyrnong|-37.81789000000001|144.86744|Western Metropolitan|6543.0
Ivanhoe|3/16 Elphin St|1|u|420000.0|SP|Miles|16/04/2016|91910.38548050217|3079.0|1.0|1.0|1.0|55.0|571810.5520752678|1970.0|Banyule|-37.7772|145.0414|Eastern Metropolitan|5549.0
Altona|12 Kookaburra St|3|h|1165000.0|S|Greg|29/04/2017|994408.3035628741|3018.0|3.0|1.0|2.0|700.0|1249589.4138284717||Hobsons Bay|-37.8707|144.8076|Western Metropolitan|5301.0
Richmond|3/21 Somerset St|2|u|590000.0|SP|Jellis|12/08/2017|215903.3038192621|3121.0|2.0|1.0|1.0|1786.0|-288876.8862296494|1970.0|Stonnington|-37.84991|145.00799999999995|Northern Metropolitan|14949.0
Spotswood|4 Steel St|3|h|690000.0|S|Biggin|27/06/2016|804081.7889419639|3015.0|4.0|1.0|2.0|532.0|381368.99797344295|1965.0|Hobsons Bay|-37.8248|144.8717|Western Metropolitan|1223.0
Avondale Heights|157 Canning St|3|t|851000.0|S|Nelson|3/12/2016|1186503.6393090242|3034.0|3.0|3.0|1.0|557.0|614161.6370040639|2017.0|Moonee Valley|-37.77|144.8572|Western Metropolitan|4502.0
Lalor|2/115 Messmate St|2|t|454500.0|S|HAR|12/08/2017|2236445.458439195|3075.0|4.0|2.0|2.0|650.0|863351.3245975677||Wyndham|-37.85954|144.71456|Northern Metropolitan|8279.0
Ashburton|33 Highgate Gr|4|h|1790000.0|PI|hockingstuart|28/05/2016|2217842.633871907|3147.0|4.0|2.0|2.0|514.0|1585652.8271777625|1935.0|Boroondara|-37.8664|145.0772|Southern Metropolitan|3052.0
Reservoir|3/18 Bedford St|1|u|350000.0|SP|Harcourts|12/11/2016|-1727497.755121695|3073.0|1.0|1.0|2.0|96.0|755353.0128782601|2009.0|Darebin|-37.7175|145.0081|Northern Metropolitan|21650.0
Brunswick|57 Collier Cr|3|h|981000.0|S|Ray|8/10/2016|1082268.6945015655|3056.0|||||922653.2553549088|||||Northern Metropolitan|11918.0
Malvern East|7/696 Waverley Rd|1|u|267500.0|S|Ray|8/04/2017|-1033609.3135657836|3145.0|1.0|1.0|1.0|2410.0|-158355.19909212063||Stonnington|-37.8779|145.0873|Southern Metropolitan|8801.0
Glenroy|73 Pecham St|3|h|963500.0|S|Stockdale|27/05/2017|1104611.3067058048|3046.0|3.0|2.0|6.0|697.0|514050.29780656385|1960.0|Moreland|-37.69647|144.9113|Northern Metropolitan|8870.0
Seddon|6 Alexander St|3|h|900000.0|SP|Village|17/06/2017|1360886.4346569579|3011.0|3.0|1.0|0.0|194.0|1697977.7606152932||Maribyrnong|-37.8041|144.8916|Western Metropolitan|2417.0
Pascoe Vale|4/1 Rhodes Pde|3|h|500000.0|VB|hockingstuart|30/07/2016|699772.9648848571|3044.0|3.0|1.0|2.0|191.0|-250642.00604563754|2013.0|Moreland|-37.7168|144.9329|Northern Metropolitan|7485.0
Reservoir|56 Gloucester St|3|h|810000.0|S|Nelson|28/08/2016|1177338.6659818315|3073.0|3.0|2.0|2.0|279.0|694938.126553094||Darebin|-37.7192|144.9971|Northern Metropolitan|21650.0
East Melbourne|205/30 St Andrews Pl|1|u|895000.0|S|Kay|22/07/2017|199618.91237051808|3002.0|3.0|2.0|2.0|2006.0|1105502.3644232508|35.0|Hume|-37.5929|144.90742|Northern Metropolitan|3040.0
Northcote|25 Simpson St|4|h|2340000.0|S|McGrath|28/08/2016|2054614.7827069375|3070.0|4.0|2.0|3.0|824.0|2501496.8946844568|1920.0|Darebin|-37.7803|145.0063|Northern Metropolitan|11364.0
Elsternwick|22 Ross St|2|h|895000.0|S|Owen|23/04/2016|-93721.47472117886|3185.0|2.0|1.0|1.0|147.0|1005756.9199738305|1915.0|Glen Eira|-37.8849|144.9993|Southern Metropolitan|4898.0
South Melbourne|50 Bridport St|2|h|2000000.0|PI|Greg|16/04/2016|1084604.3904066458|3205.0|2.0|2.0|1.0|141.0|2472212.841482605|1900.0|Port Phillip|-37.8389|144.9612|Southern Metropolitan|5943.0
Reservoir|6 Sedge Ct|4|h|1005000.0|S|Nelson|20/05/2017|1126681.8796900527|3073.0|4.0|2.0|5.0|768.0|1101482.8404975904||Darebin|-37.6947|144.9851|Northern Metropolitan|21650.0
Airport West|4/54 Hawker St|2|u|462500.0|S|Barry|16/07/2016|1872303.916173721|3042.0|2.0|1.0|1.0|164.0|250440.26343972192|2003.0|Moonee Valley|-37.7218|144.8863|Western Metropolitan|3464.0
Mentone|5 Napier St|4|h|2025000.0|S|Greg|12/08/2017|3164609.643650212|3194.0|3.0|3.0|2.0|1060.0|2297557.408744298||Frankston|-38.15752|145.19127|South-Eastern Metropolitan|6162.0
Kew|6/108 Walpole St|3|u|620000.0|VB|hockingstuart|28/05/2016|684511.1500434926|3101.0|3.0|1.0|1.0|0.0|730281.7956419431|1970.0|Boroondara|-37.7978|145.0333|Southern Metropolitan|10331.0
Balwyn North|43 Sweyn St|3|h|1265000.0|S|hockingstuart|3/12/2016|1721751.714382193|3104.0|3.0|2.0|1.0|347.0|688269.3533516176|2011.0|Boroondara|-37.7947|145.1035|Southern Metropolitan|7809.0
North Melbourne|24/101 Leveson St|2|u|585000.0|SA|Edward|4/06/2016|-9728.381747861391|3051.0|2.0|1.0|1.0|0.0|945928.2463792084||Melbourne|-37.802|144.951|Northern Metropolitan|6821.0
Richmond|58 Rooney St|2|h|1045000.0|S|Biggin|17/09/2016|1257812.5892661663|3121.0|2.0|1.0|2.0|200.0|1880521.5210055253|1900.0|Yarra|-37.8294|145.0029|Northern Metropolitan|14949.0
